,LSOA11CD,name,total,geometry,id,lon,lat
421,E01000427,Bexley 026C,2214,POINT (0.0921937436261098 51.426311068032255),421,0.09219374362610985,51.426311068032255
422,E01000428,Bexley 027D,1866,POINT (0.1023779713329932 51.420260845266405),422,0.10237797133299316,51.420260845266405
423,E01000429,Bexley 008B,1752,POINT (0.1882176578293036 51.477416629166186),423,0.18821765782930355,51.477416629166186
424,E01000430,Bexley 008C,2282,POINT (0.2042424092982876 51.47641434878555),424,0.20424240929828763,51.47641434878555
425,E01000431,Bexley 008D,1417,POINT (0.1834781529333744 51.474629692568094),425,0.18347815293337444,51.474629692568094
426,E01000432,Bexley 008E,2633,POINT (0.1894054302692536 51.47147039737089),426,0.1894054302692536,51.47147039737089
427,E01000433,Bexley 008F,2065,POINT (0.184694648598056 51.46810267612848),427,0.184694648598056,51.46810267612848
428,E01000434,Bexley 008G,1776,POINT (0.200704952148687 51.465315965611),428,0.200704952148687,51.465315965611
429,E01000435,Bexley 010E,1464,POINT (0.181466753428437 51.46555797894595),429,0.18146675342843704,51.46555797894595
430,E01000436,Bexley 011E,1791,POINT (0.1409430150734875 51.473423896359414),430,0.1409430150734875,51.473423896359414
431,E01000437,Bexley 007A,1342,POINT (0.1523020871545708 51.47645482678944),431,0.15230208715457075,51.47645482678944
432,E01000438,Bexley 007B,1721,POINT (0.1595128485086143 51.47627941281983),432,0.1595128485086143,51.47627941281983
433,E01000439,Bexley 007C,1399,POINT (0.1642328389055768 51.474191892341636),433,0.16423283890557683,51.474191892341636
434,E01000440,Bexley 007D,1417,POINT (0.1486538832441612 51.4729034442336),434,0.1486538832441612,51.4729034442336
435,E01000441,Bexley 007E,1715,POINT (0.1566351740453592 51.47226372042967),435,0.15663517404535918,51.47226372042967
436,E01000442,Bexley 006E,1632,POINT (0.1472955060759664 51.478102796797224),436,0.14729550607596636,51.478102796797224
437,E01000443,Bexley 024B,1322,POINT (0.1226374002589729 51.43778664454003),437,0.12263740025897293,51.43778664454003
438,E01000444,Bexley 023B,1669,POINT (0.1616223449271706 51.437145259213494),438,0.1616223449271706,51.437145259213494
439,E01000445,Bexley 024C,1627,POINT (0.1334792607924466 51.43718812176878),439,0.13347926079244657,51.43718812176878
440,E01000446,Bexley 024D,1585,POINT (0.1252732602169448 51.44164078775279),440,0.12527326021694485,51.44164078775279
441,E01000447,Bexley 023C,1904,POINT (0.1505014593938368 51.44118172417095),441,0.15050145939383675,51.44118172417095
442,E01000448,Bexley 023D,1317,POINT (0.1380058433755136 51.44137097036844),442,0.13800584337551358,51.44137097036844
443,E01000449,Bexley 023E,1452,POINT (0.1438418338425441 51.44471522469967),443,0.14384183384254412,51.44471522469967
444,E01000450,Bexley 009E,1859,POINT (0.1198479847857972 51.476296142858324),444,0.11984798478579718,51.476296142858324
445,E01000451,Bexley 009F,1746,POINT (0.1179788695927765 51.47365017354269),445,0.11797886959277647,51.47365017354269
446,E01000452,Bexley 009G,1430,POINT (0.1242837865457998 51.471555350761335),446,0.1242837865457998,51.471555350761335
447,E01000453,Bexley 013B,1456,POINT (0.1202835531474954 51.46947084579983),447,0.12028355314749536,51.46947084579983
448,E01000454,Bexley 013C,1695,POINT (0.113705338313261 51.470285987182606),448,0.11370533831326099,51.470285987182606
449,E01000455,Bexley 013D,1779,POINT (0.1144580964138346 51.46625981617425),449,0.11445809641383463,51.46625981617425
450,E01000456,Bexley 013E,1456,POINT (0.1212587128622923 51.46589830507737),450,0.12125871286229231,51.46589830507737
451,E01000457,Bexley 026D,2069,POINT (0.1030891146273605 51.42725973191298),451,0.1030891146273605,51.42725973191298
452,E01000458,Bexley 027E,1442,POINT (0.1108404278026072 51.43095734262473),452,0.11084042780260722,51.43095734262473
453,E01000459,Bexley 027F,1840,POINT (0.1084512719522963 51.42576904003211),453,0.10845127195229629,51.42576904003211
454,E01000460,Bexley 022E,1255,POINT (0.1031243102667647 51.43994970772808),454,0.10312431026676473,51.43994970772808
455,E01000461,Bexley 024E,1553,POINT (0.1138429424145324 51.4364617219419),455,0.11384294241453242,51.4364617219419
456,E01000462,Bexley 026E,1872,POINT (0.1026718556934496 51.43521782563005),456,0.10267185569344957,51.43521782563005
457,E01000463,Bexley 025E,1276,POINT (0.0908464746529504 51.43690458099182),457,0.0908464746529504,51.43690458099182
458,E01000464,Bexley 002D,1633,POINT (0.1325598086503132 51.49278281490235),458,0.13255980865031317,51.49278281490235
459,E01000465,Bexley 002E,1753,POINT (0.1414384576788526 51.49325203095652),459,0.14143845767885255,51.49325203095652
460,E01000466,Bexley 001A,1970,POINT (0.139663523026563 51.50119760155043),460,0.13966352302656299,51.50119760155043
461,E01000467,Bexley 001B,1987,POINT (0.1229619049937021 51.50976087528276),461,0.12296190499370212,51.50976087528276
462,E01000468,Bexley 001C,3239,POINT (0.1291459046041357 51.51050909692732),462,0.12914590460413572,51.51050909692732
463,E01000469,Bexley 001D,1885,POINT (0.1257195449166147 51.50535052926502),463,0.12571954491661466,51.50535052926502
464,E01000470,Bexley 002F,1364,POINT (0.1250311917120875 51.49984672089581),464,0.12503119171208754,51.49984672089581
465,E01000471,Brent 026A,1545,POINT (-0.2915192816993378 51.537232655671005),465,-0.29151928169933783,51.537232655671005
466,E01000472,Brent 029A,1939,POINT (-0.3009410335268595 51.535708065909255),466,-0.3009410335268595,51.535708065909255
467,E01000473,Brent 029B,2336,POINT (-0.2956725478765079 51.5428601149749),467,-0.29567254787650793,51.5428601149749
468,E01000474,Brent 026B,2086,POINT (-0.2911416136816002 51.546248815050404),468,-0.2911416136816002,51.546248815050404
469,E01000475,Brent 029C,2033,POINT (-0.3053965178151576 51.542074430032955),469,-0.30539651781515764,51.542074430032955
470,E01000476,Brent 026C,1729,POINT (-0.2893852755020272 51.54233961958298),470,-0.28938527550202725,51.54233961958298
471,E01000477,Brent 026D,2276,POINT (-0.2840428514432444 51.54085469133264),471,-0.2840428514432444,51.54085469133264
472,E01000478,Brent 029D,2194,POINT (-0.2944598513358069 51.53988285999629),472,-0.2944598513358069,51.53988285999629
473,E01000479,Brent 009A,1615,POINT (-0.2697635954584939 51.56895629380233),473,-0.2697635954584939,51.56895629380233
474,E01000480,Brent 006A,1686,POINT (-0.2803097187443289 51.568541338751515),474,-0.2803097187443289,51.568541338751515
475,E01000481,Brent 009B,1537,POINT (-0.2741529420008402 51.56857362224967),475,-0.2741529420008402,51.56857362224967
476,E01000482,Brent 009C,2915,POINT (-0.2743296112422332 51.56412107669638),476,-0.2743296112422332,51.56412107669638
477,E01000483,Brent 009D,1828,POINT (-0.2657926075214046 51.562183947880605),477,-0.2657926075214046,51.562183947880605
478,E01000484,Brent 006B,1492,POINT (-0.2843293312002101 51.57961559817491),478,-0.2843293312002101,51.57961559817491
479,E01000485,Brent 006C,1351,POINT (-0.2906148139239837 51.5782422295535),479,-0.2906148139239837,51.5782422295535
480,E01000486,Brent 006D,1625,POINT (-0.2826079797539161 51.5743807497387),480,-0.2826079797539161,51.5743807497387
481,E01000487,Brent 006E,1974,POINT (-0.2898406815971315 51.571728651144866),481,-0.2898406815971315,51.571728651144866
482,E01000488,Brent 022A,1620,POINT (-0.2297815080813076 51.54381900377713),482,-0.2297815080813076,51.54381900377713
483,E01000489,Brent 030A,1500,POINT (-0.2227297288066562 51.54307856246465),483,-0.22272972880665623,51.54307856246465
484,E01000490,Brent 023A,1817,POINT (-0.2069367989645575 51.544295449039645),484,-0.20693679896455747,51.544295449039645
485,E01000491,Brent 030B,1933,POINT (-0.214970666578791 51.54178352008758),485,-0.21497066657879105,51.54178352008758
486,E01000492,Brent 030C,1274,POINT (-0.2237921389085564 51.54057956909734),486,-0.2237921389085564,51.54057956909734
487,E01000493,Brent 030D,1526,POINT (-0.226125118637297 51.53812842500103),487,-0.226125118637297,51.53812842500103
488,E01000494,Brent 023B,1796,POINT (-0.2165997823805504 51.54639138538348),488,-0.21659978238055036,51.54639138538348
489,E01000495,Brent 023C,1569,POINT (-0.2098610838318188 51.54578377311669),489,-0.20986108383181878,51.54578377311669
490,E01000497,Brent 011A,1701,POINT (-0.2272854564121741 51.564515219925134),490,-0.2272854564121741,51.564515219925134
491,E01000498,Brent 010B,1605,POINT (-0.242567789843988 51.56857664602489),491,-0.24256778984398805,51.56857664602489
492,E01000499,Brent 011B,1973,POINT (-0.2362312773134087 51.568431178434416),492,-0.2362312773134087,51.568431178434416
493,E01000501,Brent 011C,1873,POINT (-0.2342790183913896 51.56326536997777),493,-0.23427901839138965,51.56326536997777
494,E01000502,Brent 011D,1729,POINT (-0.2408231738406319 51.56041411152818),494,-0.24082317384063187,51.56041411152818
495,E01000503,Brent 011E,2003,POINT (-0.2315038462735924 51.55982676450955),495,-0.2315038462735924,51.55982676450955
496,E01000504,Brent 018A,1755,POINT (-0.2260933746183703 51.552018634039065),496,-0.22609337461837026,51.552018634039065
497,E01000505,Brent 018B,1697,POINT (-0.2311225723328439 51.55228943906669),497,-0.23112257233284386,51.55228943906669
498,E01000506,Brent 014A,1916,POINT (-0.2459428688195375 51.5523559606549),498,-0.2459428688195375,51.5523559606549
499,E01000507,Brent 018C,1696,POINT (-0.2347586253724538 51.554613752837376),499,-0.23475862537245376,51.554613752837376
500,E01000508,Brent 025A,2247,POINT (-0.2477753290266032 51.54880239924175),500,-0.24777532902660315,51.54880239924175
501,E01000509,Brent 014B,1408,POINT (-0.2499716426384559 51.56195994113554),501,-0.24997164263845587,51.56195994113554
502,E01000510,Brent 014C,1770,POINT (-0.2473833976438171 51.55953400836923),502,-0.24738339764381712,51.55953400836923
503,E01000511,Brent 014D,1606,POINT (-0.2461814895019067 51.556612913470225),503,-0.2461814895019067,51.556612913470225
504,E01000512,Brent 018D,1793,POINT (-0.2409272770108872 51.55412821779272),504,-0.24092727701088715,51.55412821779272
505,E01000513,Brent 002A,1545,POINT (-0.2527980691963692 51.5846267124787),505,-0.25279806919636916,51.5846267124787
506,E01000514,Brent 002B,1440,POINT (-0.2584813006752987 51.584250849642615),506,-0.2584813006752987,51.584250849642615
507,E01000515,Brent 003A,1883,POINT (-0.2688855152890332 51.58407043654731),507,-0.2688855152890332,51.58407043654731
508,E01000516,Brent 002C,1919,POINT (-0.2562222190420358 51.58848475398144),508,-0.25622221904203585,51.58848475398144
509,E01000517,Brent 003B,1451,POINT (-0.2769624261211158 51.58263342804639),509,-0.27696242612111577,51.58263342804639
510,E01000518,Brent 005A,1605,POINT (-0.2610065668087638 51.580383042365256),510,-0.2610065668087638,51.580383042365256
511,E01000519,Brent 005B,1936,POINT (-0.269697899815298 51.57698746871004),511,-0.269697899815298,51.57698746871004
512,E01000520,Brent 002D,1767,POINT (-0.2643268459425628 51.587381993055146),512,-0.26432684594256284,51.587381993055146
513,E01000521,Brent 025B,2253,POINT (-0.2540431336919033 51.54061204404449),513,-0.2540431336919033,51.54061204404449
514,E01000522,Brent 025C,2008,POINT (-0.2453290091457859 51.54211208717635),514,-0.24532900914578593,51.54211208717635
515,E01000523,Brent 031A,2642,POINT (-0.2486770240199459 51.539720828780766),515,-0.24867702401994587,51.539720828780766
516,E01000524,Brent 031B,2713,POINT (-0.2508374810308108 51.5372140785674),516,-0.2508374810308108,51.5372140785674
517,E01000525,Brent 031C,2034,POINT (-0.2525819823209763 51.53547294629854),517,-0.2525819823209763,51.53547294629854
518,E01000526,Brent 025D,2374,POINT (-0.2516745473915281 51.54670951722806),518,-0.25167454739152806,51.54670951722806
519,E01000527,Brent 025E,2135,POINT (-0.2494667710074702 51.543562697035824),519,-0.24946677100747025,51.543562697035824
520,E01000528,Brent 025F,1580,POINT (-0.253459944852442 51.544104238447865),520,-0.25345994485244205,51.544104238447865
521,E01000530,Brent 033A,1688,POINT (-0.2311387327483859 51.53522091195274),521,-0.2311387327483859,51.53522091195274
522,E01000531,Brent 033B,1944,POINT (-0.2298497859897469 51.532848832199306),522,-0.22984978598974692,51.532848832199306
523,E01000532,Brent 033C,1499,POINT (-0.2268400019538643 51.53154034042926),523,-0.22684000195386433,51.53154034042926
524,E01000533,Brent 031E,2265,POINT (-0.2425969190491189 51.538071053839424),524,-0.2425969190491189,51.538071053839424
525,E01000534,Brent 033D,1582,POINT (-0.2358363907277388 51.53675222618243),525,-0.23583639072773885,51.53675222618243
526,E01000535,Brent 031F,2116,POINT (-0.2385039960091211 51.53433303604942),526,-0.2385039960091211,51.53433303604942
527,E01000536,Brent 004A,1559,POINT (-0.3103636377277211 51.58216661894269),527,-0.31036363772772113,51.58216661894269
528,E01000538,Brent 004B,1499,POINT (-0.3010176126819158 51.58100146444668),528,-0.30101761268191585,51.58100146444668
529,E01000539,Brent 004C,1565,POINT (-0.2963031035497873 51.577271754420835),529,-0.29630310354978734,51.577271754420835
530,E01000540,Brent 004D,1397,POINT (-0.3064499812407471 51.57756220591337),530,-0.3064499812407471,51.57756220591337
531,E01000541,Brent 004E,1416,POINT (-0.3031810993521684 51.585626466339406),531,-0.3031810993521684,51.585626466339406
532,E01000543,Brent 003E,1469,POINT (-0.2856631826696027 51.5836933080761),532,-0.2856631826696027,51.5836933080761
533,E01000544,Brent 034A,1688,POINT (-0.1970868978187594 51.529864997456784),533,-0.19708689781875938,51.529864997456784
534,E01000545,Brent 028A,1896,POINT (-0.201649632026783 51.54314621188902),534,-0.20164963202678304,51.54314621188902
535,E01000546,Brent 028B,1671,POINT (-0.2036786752126504 51.54181643249105),535,-0.20367867521265037,51.54181643249105
536,E01000547,Brent 028C,1597,POINT (-0.200746655569932 51.5398284915109),536,-0.20074665556993204,51.5398284915109
537,E01000548,Brent 028D,2124,POINT (-0.1963166861184619 51.538764017130035),537,-0.1963166861184619,51.538764017130035
538,E01000549,Brent 028E,1789,POINT (-0.1995155516631328 51.537233316107184),538,-0.19951555166313278,51.537233316107184
539,E01000550,Brent 034B,1936,POINT (-0.1944291820016629 51.53510342795795),539,-0.19442918200166287,51.53510342795795
540,E01000551,Brent 034C,2548,POINT (-0.1997308291658817 51.533586389526306),540,-0.19973082916588167,51.533586389526306
541,E01000552,Brent 034D,1522,POINT (-0.1957850189371207 51.53178830247412),541,-0.1957850189371207,51.53178830247412
542,E01000553,Brent 015A,2187,POINT (-0.22012169134353 51.558263877091385),542,-0.22012169134353,51.558263877091385
543,E01000554,Brent 015B,2018,POINT (-0.2257417318162086 51.55845531843758),543,-0.22574173181620857,51.55845531843758
544,E01000555,Brent 015C,1609,POINT (-0.2249198062513234 51.55516950527967),544,-0.2249198062513234,51.55516950527967
545,E01000556,Brent 015D,2190,POINT (-0.2156885107019796 51.55529815960858),545,-0.21568851070197959,51.55529815960858
546,E01000557,Brent 015E,1913,POINT (-0.2184443694858484 51.554177147055164),546,-0.21844436948584844,51.554177147055164
547,E01000558,Brent 015F,1556,POINT (-0.2122758849084111 51.55148605076642),547,-0.21227588490841112,51.55148605076642
548,E01000559,Brent 018E,1569,POINT (-0.2216385033926059 51.551441200648334),548,-0.2216385033926059,51.551441200648334
549,E01000560,Brent 023D,1654,POINT (-0.2160281238081563 51.54991588719407),549,-0.2160281238081563,51.54991588719407
550,E01000561,Brent 023E,1793,POINT (-0.2075760272890222 51.54851413166586),550,-0.2075760272890222,51.54851413166586
551,E01000562,Brent 008A,1434,POINT (-0.3257216209680949 51.565387238575624),551,-0.3257216209680949,51.565387238575624
552,E01000563,Brent 008B,1404,POINT (-0.3194449206383369 51.567607139233566),552,-0.3194449206383369,51.567607139233566
553,E01000564,Brent 013A,1664,POINT (-0.3092115233986407 51.56368533514192),553,-0.3092115233986407,51.56368533514192
554,E01000565,Brent 013B,1628,POINT (-0.3192002585798627 51.56245552422955),554,-0.3192002585798627,51.56245552422955
555,E01000566,Brent 008C,1491,POINT (-0.3104697043421166 51.566061622795935),555,-0.3104697043421166,51.566061622795935
556,E01000567,Brent 016A,1276,POINT (-0.3251902975660212 51.56044656722019),556,-0.3251902975660212,51.56044656722019
557,E01000568,Brent 008D,3118,POINT (-0.3187527372468875 51.57636047826571),557,-0.31875273724688746,51.57636047826571
558,E01000569,Brent 008E,1398,POINT (-0.312954928934943 51.570299508360364),558,-0.31295492893494303,51.570299508360364
559,E01000570,Brent 012A,1637,POINT (-0.2999537159014118 51.56025678743495),559,-0.29995371590141184,51.56025678743495
560,E01000571,Brent 012B,1645,POINT (-0.2949151705937556 51.559494654342686),560,-0.29491517059375555,51.559494654342686
561,E01000572,Brent 007A,1372,POINT (-0.3078715356986519 51.574422148782574),561,-0.3078715356986519,51.574422148782574
562,E01000573,Brent 007B,1606,POINT (-0.2996335806230705 51.57163091005127),562,-0.2996335806230705,51.57163091005127
563,E01000574,Brent 007C,1432,POINT (-0.304286198615447 51.57002878803908),563,-0.30428619861544703,51.57002878803908
564,E01000575,Brent 007D,1968,POINT (-0.2956883898189617 51.568138835422225),564,-0.2956883898189617,51.568138835422225
565,E01000576,Brent 012C,1698,POINT (-0.2909171883547568 51.5662368971646),565,-0.2909171883547568,51.5662368971646
566,E01000577,Brent 007E,2427,POINT (-0.3013824759789014 51.564927829267425),566,-0.30138247597890144,51.564927829267425
567,E01000578,Brent 012D,2160,POINT (-0.2867103810860763 51.563382683566786),567,-0.2867103810860763,51.563382683566786
568,E01000579,Brent 032A,1508,POINT (-0.2204430599456775 51.530587302473215),568,-0.22044305994567748,51.530587302473215
569,E01000580,Brent 032B,2037,POINT (-0.208269082294102 51.53789043727405),569,-0.20826908229410201,51.53789043727405
570,E01000581,Brent 030E,1384,POINT (-0.2187687560201477 51.53684836171225),570,-0.21876875602014767,51.53684836171225
571,E01000582,Brent 032C,1690,POINT (-0.2144687597690896 51.534640150627204),571,-0.21446875976908958,51.534640150627204
572,E01000583,Brent 032D,2062,POINT (-0.2046476997503583 51.53484864574651),572,-0.2046476997503583,51.53484864574651
573,E01000584,Brent 033E,1621,POINT (-0.2236248181547526 51.535168451220265),573,-0.2236248181547526,51.535168451220265
574,E01000585,Brent 033F,1674,POINT (-0.2226156609658459 51.532653206770426),574,-0.2226156609658459,51.532653206770426
575,E01000586,Brent 032E,2541,POINT (-0.2167340009877956 51.531613347880786),575,-0.21673400098779563,51.531613347880786
576,E01000587,Brent 001A,1563,POINT (-0.2698131810253878 51.59430848114681),576,-0.2698131810253878,51.59430848114681
577,E01000588,Brent 002E,2524,POINT (-0.262615342977735 51.59259764356063),577,-0.262615342977735,51.59259764356063
578,E01000589,Brent 001B,2154,POINT (-0.2799212314551817 51.59085635927649),578,-0.27992123145518166,51.59085635927649
579,E01000590,Brent 001C,1747,POINT (-0.269011551199853 51.59047414652715),579,-0.26901155119985304,51.59047414652715
580,E01000591,Brent 003F,2148,POINT (-0.2769688980008869 51.587512289492366),580,-0.27696889800088687,51.587512289492366
581,E01000592,Brent 001D,1541,POINT (-0.2686219177092611 51.59741809646517),581,-0.26862191770926114,51.59741809646517
582,E01000593,Brent 001E,2134,POINT (-0.275541128589561 51.59566729394397),582,-0.27554112858956104,51.59566729394397
583,E01000594,Brent 001F,1750,POINT (-0.2828945492116098 51.59385822437879),583,-0.28289454921160984,51.59385822437879
584,E01000595,Brent 027A,1625,POINT (-0.2583061676469199 51.5445100064451),584,-0.2583061676469199,51.5445100064451
585,E01000596,Brent 021A,1716,POINT (-0.2622390645855564 51.54732373601831),585,-0.2622390645855564,51.54732373601831
586,E01000599,Brent 027D,1246,POINT (-0.2606025832234659 51.539940310737904),586,-0.26060258322346586,51.539940310737904
587,E01000600,Brent 027E,3683,POINT (-0.2719349706277847 51.535497937795036),587,-0.27193497062778466,51.535497937795036
588,E01000601,Brent 021B,1408,POINT (-0.2587359062074378 51.55325723572831),588,-0.2587359062074378,51.55325723572831
589,E01000602,Brent 021C,1486,POINT (-0.2645139875957104 51.55140543348374),589,-0.26451398759571043,51.55140543348374
590,E01000603,Brent 021D,1538,POINT (-0.2585115837687337 51.55048544965289),590,-0.2585115837687337,51.55048544965289
591,E01000604,Brent 021E,1695,POINT (-0.2672377037296385 51.548399357843834),591,-0.2672377037296385,51.548399357843834
592,E01000605,Brent 021F,1602,POINT (-0.2681857657992443 51.544883924776244),592,-0.2681857657992443,51.544883924776244
593,E01000606,Brent 016B,1656,POINT (-0.3308155395588716 51.558055620701694),593,-0.33081553955887155,51.558055620701694
594,E01000607,Brent 013C,2241,POINT (-0.3111976857195684 51.55603029024547),594,-0.3111976857195684,51.55603029024547
595,E01000608,Brent 013D,2406,POINT (-0.3155091812467014 51.55824810187365),595,-0.31550918124670135,51.55824810187365
596,E01000609,Brent 016C,1926,POINT (-0.3234873762396085 51.55575053735237),596,-0.3234873762396085,51.55575053735237
597,E01000610,Brent 019A,2135,POINT (-0.3055252457556382 51.55476565033636),597,-0.30552524575563816,51.55476565033636
598,E01000611,Brent 016D,1630,POINT (-0.3175733685224736 51.55286482897245),598,-0.31757336852247364,51.55286482897245
599,E01000612,Brent 019B,1647,POINT (-0.3102974737255815 51.55031171070843),599,-0.31029747372558153,51.55031171070843
600,E01000613,Brent 013E,1815,POINT (-0.3063435468600475 51.560107888314924),600,-0.3063435468600475,51.560107888314924
601,E01000615,Brent 017B,2075,POINT (-0.2727906106557217 51.557889061309645),601,-0.2727906106557217,51.557889061309645
602,E01000616,Brent 020A,1824,POINT (-0.2898299578872399 51.556116276927554),602,-0.2898299578872399,51.556116276927554
603,E01000617,Brent 017C,1729,POINT (-0.2814371175179005 51.55261254241734),603,-0.28143711751790046,51.55261254241734
604,E01000618,Brent 017D,1425,POINT (-0.2757349573102968 51.55057370469989),604,-0.2757349573102968,51.55057370469989
605,E01000619,Brent 017E,1395,POINT (-0.2709744653475144 51.55157067575678),605,-0.27097446534751435,51.55157067575678
606,E01000620,Brent 020B,1682,POINT (-0.281457528610668 51.54649725845509),606,-0.281457528610668,51.54649725845509
607,E01000621,Brent 020C,1752,POINT (-0.2749121685325703 51.546716402217065),607,-0.2749121685325703,51.546716402217065
608,E01000622,Brent 010D,1643,POINT (-0.2544277348256518 51.56757561853602),608,-0.25442773482565184,51.56757561853602
609,E01000623,Brent 005C,1688,POINT (-0.2651016949515205 51.57233812322362),609,-0.2651016949515205,51.57233812322362
610,E01000624,Brent 005D,1767,POINT (-0.25651919897015 51.57320627803037),610,-0.25651919897014996,51.57320627803037
611,E01000625,Brent 009E,1568,POINT (-0.263027634595383 51.567893643437436),611,-0.263027634595383,51.567893643437436
612,E01000626,Brent 010E,1494,POINT (-0.2608982355449235 51.561704573159986),612,-0.26089823554492353,51.561704573159986
613,E01000627,Brent 014E,1990,POINT (-0.2560280050179843 51.561123889056056),613,-0.25602800501798434,51.561123889056056
614,E01000628,Brent 014F,1915,POINT (-0.2553840020217565 51.557311809546604),614,-0.2553840020217565,51.557311809546604
615,E01000629,Brent 005E,2006,POINT (-0.2594346685048977 51.5755993802817),615,-0.2594346685048977,51.5755993802817
616,E01000630,Brent 026E,2746,POINT (-0.2925360583854924 51.549659259111124),616,-0.2925360583854924,51.549659259111124
617,E01000631,Brent 019C,2148,POINT (-0.3041978321556675 51.54828459252012),617,-0.30419783215566754,51.54828459252012
618,E01000632,Brent 029E,2380,POINT (-0.3003673743827978 51.54416949804429),618,-0.30036737438279776,51.54416949804429
619,E01000633,Brent 019D,2358,POINT (-0.2992528448298993 51.54943924060729),619,-0.2992528448298993,51.54943924060729
620,E01000634,Brent 019E,2668,POINT (-0.3013731257819167 51.55539302149118),620,-0.30137312578191666,51.55539302149118
621,E01000635,Brent 020D,3017,POINT (-0.2955361841629739 51.55421267623248),621,-0.2955361841629739,51.55421267623248
622,E01000636,Brent 020E,2234,POINT (-0.2884030654453905 51.55186693281272),622,-0.28840306544539046,51.55186693281272
623,E01000637,Brent 022B,1772,POINT (-0.2320619189013818 51.54954881179659),623,-0.2320619189013818,51.54954881179659
624,E01000638,Brent 024A,2208,POINT (-0.2414426469913663 51.546882112992634),624,-0.24144264699136633,51.546882112992634
625,E01000639,Brent 022C,1987,POINT (-0.2273590888977242 51.549058845772024),625,-0.22735908889772422,51.549058845772024
626,E01000640,Brent 024B,2679,POINT (-0.2365989584969718 51.54750863478615),626,-0.23659895849697185,51.54750863478615
627,E01000641,Brent 024C,2122,POINT (-0.2373106693787391 51.550583631575975),627,-0.23731066937873907,51.550583631575975
628,E01000642,Brent 022D,2520,POINT (-0.2242105507328459 51.547738549738135),628,-0.22421055073284588,51.547738549738135
629,E01000643,Brent 024D,2341,POINT (-0.2359737260362664 51.541597115551674),629,-0.23597372603626637,51.541597115551674
630,E01000644,Brent 022E,2078,POINT (-0.2322826851294559 51.546053399260515),630,-0.2322826851294559,51.546053399260515
631,E01000645,Bromley 007A,1477,POINT (0.0459740042688572 51.4084100486077),631,0.04597400426885725,51.4084100486077
632,E01000646,Bromley 016A,1813,POINT (0.0320010105277058 51.40651408429948),632,0.03200101052770579,51.40651408429948
633,E01000647,Bromley 016B,1685,POINT (0.0318575033461373 51.403121103441705),633,0.031857503346137316,51.403121103441705
634,E01000648,Bromley 016C,1810,POINT (0.038270886269218 51.40087424932044),634,0.03827088626921803,51.40087424932044
635,E01000649,Bromley 007B,2003,POINT (0.0537485597474747 51.402310509654065),635,0.05374855974747466,51.402310509654065
636,E01000650,Bromley 022A,1963,POINT (0.0552015104289812 51.395844987138),636,0.05520151042898122,51.395844987138
637,E01000651,Bromley 020A,1665,POINT (0.0429673820101164 51.39683480351337),637,0.042967382010116406,51.39683480351337
638,E01000652,Bromley 022B,1585,POINT (0.0523888412224533 51.39220615217681),638,0.05238884122245328,51.39220615217681
639,E01000653,Bromley 016D,1591,POINT (0.0369268516269679 51.4104783432918),639,0.036926851626967946,51.4104783432918
640,E01000654,Bromley 039A,1227,POINT (0.0200793503693786 51.30053766096468),640,0.020079350369378593,51.30053766096468
641,E01000655,Bromley 039B,1250,POINT (0.0199102575558089 51.30547430302301),641,0.01991025755580887,51.30547430302301
642,E01000656,Bromley 039C,1482,POINT (0.0156136930765994 51.3198733601156),642,0.015613693076599365,51.3198733601156
643,E01000657,Bromley 039D,1545,POINT (0.0323983680641428 51.31356448307766),643,0.032398368064142834,51.31356448307766
644,E01000658,Bromley 042A,1209,POINT (0.0348808005534168 51.32380764205369),644,0.03488080055341684,51.32380764205369
645,E01000659,Bromley 039E,1464,POINT (0.0225746908509473 51.31027158283284),645,0.02257469085094732,51.31027158283284
646,E01000661,Bromley 026A,2735,POINT (0.0385348358696246 51.384167845934826),646,0.03853483586962464,51.384167845934826
647,E01000662,Bromley 026B,1872,POINT (0.0499853721640866 51.38701464350525),647,0.049985372164086606,51.38701464350525
648,E01000663,Bromley 026C,1666,POINT (0.0608581108228391 51.38616882088624),648,0.06085811082283908,51.38616882088624
649,E01000664,Bromley 026D,1664,POINT (0.0534698707935154 51.3809386012226),649,0.05346987079351535,51.3809386012226
650,E01000665,Bromley 033A,1902,POINT (0.0435575918752436 51.37643634058156),650,0.04355759187524356,51.37643634058156
651,E01000666,Bromley 033B,1853,POINT (0.0340917572797836 51.35835680858022),651,0.03409175727978364,51.35835680858022
652,E01000667,Bromley 033C,1598,POINT (0.04594228075153 51.36595312406012),652,0.045942280751529986,51.36595312406012
653,E01000668,Bromley 020B,2109,POINT (0.0312633060769786 51.39174873179351),653,0.03126330607697856,51.39174873179351
654,E01000669,Bromley 020C,1681,POINT (0.0383513957521247 51.3907918814041),654,0.03835139575212472,51.3907918814041
655,E01000670,Bromley 018A,2174,POINT (0.0157314825238147 51.39552275615284),655,0.01573148252381471,51.39552275615284
656,E01000671,Bromley 020D,2340,POINT (0.025800222619317 51.39568394206138),656,0.025800222619317033,51.39568394206138
657,E01000672,Bromley 011A,1737,POINT (0.0021586396847407 51.41464909320813),657,0.0021586396847407116,51.41464909320813
658,E01000673,Bromley 011B,1606,POINT (-0.0007822391726216 51.41066699210888),658,-0.0007822391726216322,51.41066699210888
